country_code,channel,age,aadhar_gender,occupation,pincode,annual_income,marital_status,networth,source_of_funds,txn_amount_tot,user_count
EE,ECOM/POS,41,M,Salaried,678501,4999999,Married,20000000,Salary,1251.31,1
EE,ECOM/POS,42,M,Salaried,530018,4999999,Married,10000000,Salary,13504.5799999999,1
EE,ECOM/POS,43,M,Salaried,400037,5000000,Married,20000000,Salary,50212.58,1
EE,ECOM/POS,44,M,Self Employed Professional,110017,4999999,Married,3000000,Business Proceeds,11177.9199999999,1
EE,ECOM/POS,44,M,Self Employed Professional,223222,999999,Unmarried,5000000,Other,828.38,1
EE,ECOM/POS,45,M,Salaried,560068,5000000,Married,20000000,Salary,23650.7,1
EE,ECOM/POS,46,M,Self Employed Professional,445001,4999999,Married,40000000,Business Proceeds,10821.95,1
EE,ECOM/POS,47,M,Salaried,122002,5000000,Married,20000000,Salary,6549.72,1
EE,ECOM/POS,47,M,Salaried,560049,5000000,Married,10000000,Salary,465.01,1
EE,ECOM/POS,51,M,Salaried,249201,4999999,Married,10000000,Salary,6119.91999999999,1
EE,ECOM/POS,52,M,Retired/Pensioner,560008,4999999,Married,40000000,Investments,10473.3,1
EE,ECOM/POS,52,M,Self Employed Non-Professional,560029,299999,Married,3000000,Saving,3417.35,1
EE,ECOM/POS,54,F,Housewife,560027,499999,Married,500000,Saving,13664.38,1
EE,ECOM/POS,54,M,Salaried,400069,5000000,Married,200000000,Salary,8664.17,1
EE,ECOM/POS,55,F,Housewife,122001,999999,Married,3000000,Saving,949.9,1
EE,ECOM/POS,61,F,Housewife,135003,299999,Married,10000000,Saving,7167.01,1
EG,ECOM/POS,20,F,Travel Agency,673586,49999,Married,500000,Inheritance,807.11,1
EG,ECOM/POS,20,M,Student,673631,299999,Unmarried,1500000,Other,483.33,1
EG,ECOM/POS,21,M,Student,147103,49999,Unmarried,500000,Saving,547.22,1
EG,ECOM/POS,21,M,Student,680561,499999,Married,1500000,Investments,71.36,1
EG,ECOM/POS,22,F,Student,110092,49999,Unmarried,500000,Other,176.52,1
EG,ECOM/POS,22,F,Student,411061,499999,Unmarried,1500000,Salary,260.04,1
EG,ECOM/POS,22,M,Self Employed Non-Professional,686673,4999999,Unmarried,80000000,Business Proceeds,11411.97,1
EG,ECOM/POS,22,M,Self Employed Professional,575006,499999,Unmarried,500000,Professional Fee,133989.9,1
EG,ECOM/POS,24,M,Salaried,413133,5000000,Unmarried,10000000,Salary,1036.8,1
EG,ECOM/POS,25,M,Salaried,560016,4999999,Unmarried,1500000,Salary,5642.18,1
EG,ECOM/POS,25,M,Salaried,560103,4999999,Unmarried,1500000,Salary,7602.51,1
EG,ECOM/POS,25,M,Salaried,610103,999999,Unmarried,1500000,Salary,117071.17,1
EG,ECOM/POS,25,M,Student,402107,299999,Unmarried,3000000,Other,662.87,1
EG,ECOM/POS,25,M,Student,781102,49999,Unmarried,500000,Saving,818.64,1
EG,ECOM/POS,26,F,Salaried,641047,49999,Unmarried,1500000,Salary,21484.6599999999,1
EG,ECOM/POS,27,M,Salaried,173220,4999999,Married,10000000,Salary,5555.99,1
EG,ECOM/POS,27,M,Salaried,400012,499999,Unmarried,500000,Salary,7796.57999999999,1
EG,ECOM/POS,27,M,Salaried,560037,5000000,Unmarried,5000000,Salary,23757.76,1
EG,ECOM/POS,28,F,Salaried,400012,4999999,Unmarried,3000000,Salary,3878.71,1
EG,ECOM/POS,28,M,Salaried,400012,999999,Unmarried,1500000,Salary,30457.36,1
EG,ECOM/POS,28,M,Self Employed Non-Professional,400001,999999,Married,10000000,Professional Fee,4162.79,1
EG,ECOM/POS,28,M,Self Employed Professional,610001,999999,Married,500000,Other,805.91,1
EG,ECOM/POS,28,M,Student,400076,299999,Unmarried,500000,Other,1870.09,1
EG,ECOM/POS,29,M,Salaried,515001,299999,Married,5000000,Salary,69439.77,1
EG,ECOM/POS,29,M,Self Employed Professional,534416,299999,Unmarried,5000000,Business Proceeds,3571.62,1
EG,ECOM/POS,29,M,Self Employed Professional,560045,4999999,Married,1500000,Professional Fee,70627.52,1
EG,ECOM/POS,29,M,Student,395009,49999,Unmarried,5000000,Investments,1216.75,1
EG,ECOM/POS,29,M,Student,689544,49999,Married,5000000,Saving,43.46,1
EG,ECOM/POS,30,M,Salaried,411040,999999,Married,500000,Salary,8257.86,1
EG,ECOM/POS,30,M,Self Employed Professional,416510,999999,Unmarried,1500000,Saving,8933.77,1
EG,ECOM/POS,31,F,Salaried,400063,5000000,Unmarried,20000000,Salary,37428.8,1
EG,ECOM/POS,31,M,Salaried,122004,4999999,Married,20000000,Salary,153058.77,1
EG,ECOM/POS,31,M,Salaried,560103,4999999,Unmarried,10000000,Salary,2797.46,1
EG,ECOM/POS,31,M,Self Employed Professional,751007,4999999,Married,10000000,Business Proceeds,15496.89,1
EG,ECOM/POS,32,F,Salaried,201301,4999999,Married,20000000,Salary,130959.669999999,1
EG,ECOM/POS,32,M,Salaried,110001,4999999,Married,3000000,Salary,13001.06,1
EG,ECOM/POS,32,M,Salaried,247001,4999999,Married,1500000,Salary,2424.12999999999,1
EG,ECOM/POS,32,M,Salaried,400003,4999999,Unmarried,20000000,Salary,1215.15,1
EG,ECOM/POS,32,M,Salaried,500028,4999999,Married,20000000,Salary,4336.42,1
EG,ECOM/POS,32,M,Salaried,560030,4999999,Married,3000000,Salary,19602.61,1
EG,ECOM/POS,32,M,Salaried,560043,4999999,Married,3000000,Salary,179060.6,1
EG,ECOM/POS,32,M,Self Employed Professional,141002,999999,Married,3000000,Business Proceeds,2667.81,1
EG,ECOM/POS,33,F,Salaried,500015,4999999,Unmarried,1500000,Salary,2152.37,1
EG,ECOM/POS,34,M,Salaried,700028,999999,Unmarried,3000000,Salary,43955.1499999999,1
EG,ECOM/POS,35,F,Salaried,500049,4999999,Married,5000000,Salary,5530.19,1
EG,ECOM/POS,35,M,Salaried,560077,4999999,Married,20000000,Salary,9020.98,1
EG,ECOM/POS,35,M,Self Employed Professional,110006,999999,Married,3000000,Business Proceeds,519.47,1
EG,ECOM/POS,36,F,Self Employed Professional,670702,499999,Married,1500000,Professional Fee,4093.52999999999,1
EG,ECOM/POS,37,M,Salaried,400709,999999,Married,1500000,Salary,3262.91999999999,1
EG,ECOM/POS,37,M,Salaried,560064,4999999,Married,1500000,Salary,16453.67,1
EG,ECOM/POS,37,M,Salaried,560103,5000000,Married,100000000,Salary,16404.34,1
EG,ECOM/POS,37,M,Salaried,613005,999999,Married,10000000,Salary,8353.89,1
EG,ECOM/POS,38,F,Salaried,560035,4999999,Married,3000000,Salary,19581.06,1
EG,ECOM/POS,38,M,Self Employed Professional,700046,999999,Unmarried,5000000,Business Proceeds,22668.8299999999,1
EG,ECOM/POS,39,M,Self Employed Professional,670702,499999,Married,3000000,Professional Fee,30099.3299999999,1
EG,ECOM/POS,40,M,Salaried,560087,4999999,Married,5000000,Salary,23464.94,1
EG,ECOM/POS,40,M,Salaried,713216,4999999,Unmarried,5000000,Salary,4851.04,1
EG,ECOM/POS,40,M,Self Employed Professional,201001,499999,Unmarried,1500000,Business Proceeds,1782.67999999999,1
EG,ECOM/POS,40,M,Self Employed Professional,411042,999999,Married,3000000,Investments,2023.5,1
EG,ECOM/POS,41,F,Salaried,500087,999999,Married,500000,Salary,4322.49,1
EG,ECOM/POS,41,M,Salaried,400057,499999,Unmarried,10000000,Salary,1608.5,1
EG,ECOM/POS,42,M,Self Employed Professional,362265,999999,Married,3000000,Business Proceeds,4022.45,1
EG,ECOM/POS,44,M,Salaried,500095,4999999,Married,10000000,Salary,6579.24999999999,1
EG,ECOM/POS,44,M,Salaried,560087,4999999,Married,10000000,Salary,13857.5,1
EG,ECOM/POS,51,M,Salaried,391410,4999999,Married,40000000,Salary,16250.05,1
EG,ECOM/POS,64,M,Retired/Pensioner,609304,4999999,Married,40000000,Saving,28616.65,1
ES,ECOM/POS,19,F,Student,560016,49999,Married,1500000,Saving,14461.3499999999,1
ES,ECOM/POS,19,M,Self Employed Professional,509001,149999,Unmarried,500000,Salary,332.4,1
ES,ECOM/POS,19,M,Student,142022,499999,Unmarried,500000,Saving,15812.98,1
ES,ECOM/POS,19,M,Student,695103,49999,Unmarried,500000,Other,10341.62,1
ES,ECOM/POS,20,F,Student,201303,499999,Unmarried,3000000,Saving,12615.83,1
ES,ECOM/POS,20,M,Student,560053,999999,Unmarried,3000000,Saving,8220.22,1
ES,ECOM/POS,20,M,Student,560100,299999,Unmarried,500000,Saving,31203.68,1
ES,ECOM/POS,21,M,Salaried,415523,4999999,Unmarried,500000,Salary,46582.2999999999,1
ES,ECOM/POS,21,M,Student,134116,49999,Unmarried,500000,Saving,5534.31999999999,1
ES,ECOM/POS,21,M,Student,140308,299999,Unmarried,1500000,Saving,935.459999999999,1
ES,ECOM/POS,21,M,Student,201301,499999,Unmarried,500000,Investments,15773.8399999999,1
ES,ECOM/POS,21,M,Student,201310,999999,Unmarried,3000000,Other,71010.79,1
ES,ECOM/POS,21,M,Student,284002,299999,Unmarried,1500000,Other,72855.82,1
ES,ECOM/POS,22,F,Student,110059,299999,Unmarried,1500000,Saving,16168.94,1
ES,ECOM/POS,22,F,Student,208011,49999,Unmarried,500000,Other,28728.41,1
ES,ECOM/POS,22,F,Student,452001,499999,Unmarried,5000000,Saving,86938.71,1
ES,ECOM/POS,22,F,Student,560073,49999,Unmarried,500000,Other,5294.48,1
ES,ECOM/POS,22,M,Self Employed Professional,400083,299999,Unmarried,500000,Other,3965.07,1
ES,ECOM/POS,22,M,Student,124001,49999,Unmarried,500000,Inheritance,5547.63,1
ES,ECOM/POS,22,M,Student,125001,499999,Unmarried,3000000,Other,21156.35,1
ES,ECOM/POS,22,M,Student,160047,299999,Unmarried,500000,Inheritance,5693.2,1
ES,ECOM/POS,22,M,Student,400076,999999,Unmarried,3000000,Business Proceeds,18957.79,1
ES,ECOM/POS,22,M,Student,400097,49999,Unmarried,500000,Saving,5890.51,1
ES,ECOM/POS,22,M,Student,400705,49999,Unmarried,1500000,Saving,8342.52999999999,1
ES,ECOM/POS,22,M,Student,411020,4999999,Unmarried,3000000,Inheritance,21962.7399999999,1
ES,ECOM/POS,22,M,Student,444604,499999,Unmarried,3000000,Saving,929.46,1
ES,ECOM/POS,22,M,Student,524121,49999,Married,500000,Saving,352.72,1
ES,ECOM/POS,22,M,Student,700033,299999,Unmarried,1500000,Inheritance,80324.17,1
ES,ECOM/POS,23,F,Salaried,380007,299999,Unmarried,500000,Salary,3404.27,1
ES,ECOM/POS,23,F,Self Employed Professional,400011,5000000,Married,3000000,Business Proceeds,116945.77,1
ES,ECOM/POS,23,F,Student,110088,499999,Unmarried,20000000,Other,5798.73,1
ES,ECOM/POS,23,F,Student,400703,49999,Unmarried,500000,Saving,6872.38,1
ES,ECOM/POS,23,F,Student,530017,49999,Unmarried,40000000,Inheritance,171955.709999999,1
ES,ECOM/POS,23,F,Student,560068,49999,Unmarried,500000,Other,36742.82,1
ES,ECOM/POS,23,M,Salaried,110026,4999999,Unmarried,10000000,Salary,13456.12,1
ES,ECOM/POS,23,M,Salaried,560092,4999999,Unmarried,500000,Salary,1493.15,1
ES,ECOM/POS,23,M,Student,110016,49999,Unmarried,500000,Saving,58608.4799999999,1
ES,ECOM/POS,23,M,Student,201001,49999,Unmarried,500000,Inheritance,4989.82,1
ES,ECOM/POS,23,M,Student,201003,299999,Unmarried,500000,Saving,40550.6549999999,1
ES,ECOM/POS,23,M,Student,201003,499999,Unmarried,500000,Saving,6692.87999999999,1
ES,ECOM/POS,23,M,Student,244921,499999,Married,5000000,Saving,3426.00999999999,1
ES,ECOM/POS,23,M,Student,246725,299999,Unmarried,500000,Inheritance,19393.25,1
ES,ECOM/POS,23,M,Student,249201,49999,Unmarried,500000,Other,56523.4599999999,1
ES,ECOM/POS,23,M,Student,302034,299999,Unmarried,10000000,Salary,5560.03,1
ES,ECOM/POS,23,M,Student,396001,499999,Married,3000000,Saving,1790.06,1
ES,ECOM/POS,23,M,Student,416509,299999,Unmarried,10000000,Saving,58491.81,1
ES,ECOM/POS,23,M,Student,462001,299999,Unmarried,3000000,Inheritance,21540.13,1
ES,ECOM/POS,23,M,Student,560024,299999,Unmarried,1500000,Other,4616.26,1
ES,ECOM/POS,23,M,Student,560092,49999,Unmarried,1500000,Saving,5510.12,1
ES,ECOM/POS,23,M,Student,628502,49999,Unmarried,40000000,Business Proceeds,4622.78,1
ES,ECOM/POS,23,M,Student,751020,49999,Unmarried,500000,Saving,203.83,1
ES,ECOM/POS,23,M,Student,834002,4999999,Unmarried,20000000,Other,7406.91999999999,1
ES,ECOM/POS,24,F,Salaried,110051,999999,Unmarried,3000000,Salary,60714.8899999999,1
ES,ECOM/POS,24,F,Salaried,560035,499999,Married,500000,Salary,4365.69,1
ES,ECOM/POS,24,F,Student,110091,49999,Unmarried,3000000,Other,25770.65,1
ES,ECOM/POS,24,F,Student,122009,49999,Unmarried,500000,Other,1080.82,1
ES,ECOM/POS,24,F,Student,201001,499999,Unmarried,1500000,Saving,26442.47,1
ES,ECOM/POS,24,F,Student,201002,49999,Unmarried,500000,Saving,3148.12,1
ES,ECOM/POS,24,F,Student,380015,49999,Unmarried,5000000,Inheritance,1092.43,1
ES,ECOM/POS,24,F,Student,395007,49999,Unmarried,1500000,Other,23430.96,1
ES,ECOM/POS,24,F,Student,462043,4999999,Unmarried,500000,Salary,8638.33,1
ES,ECOM/POS,24,F,Student,583201,499999,Unmarried,1500000,Other,4462.27,1
ES,ECOM/POS,24,F,Student,686575,299999,Unmarried,1500000,Other,2717.14,1
ES,ECOM/POS,24,M,Salaried,110085,4999999,Unmarried,10000000,Salary,18076.36,1
ES,ECOM/POS,24,M,Salaried,121001,4999999,Unmarried,3000000,Salary,21069.85,1
ES,ECOM/POS,24,M,Salaried,413133,5000000,Unmarried,10000000,Salary,20450.57,1
ES,ECOM/POS,24,M,Salaried,560066,4999999,Unmarried,5000000,Salary,13450.85,1
ES,ECOM/POS,24,M,Self Employed Professional,382170,5000000,Unmarried,20000000,Professional Fee,531547.08,1
ES,ECOM/POS,24,M,Self Employed Professional,395010,999999,Unmarried,3000000,Business Proceeds,3151.62,1
ES,ECOM/POS,24,M,Student,110016,49999,Unmarried,500000,Other,83650.75,1
ES,ECOM/POS,24,M,Student,110084,299999,Unmarried,1500000,Saving,49287.15,1
ES,ECOM/POS,24,M,Student,124001,499999,Unmarried,1500000,Saving,57524.04,1
ES,ECOM/POS,24,M,Student,400074,49999,Unmarried,500000,Other,57465.9,1
ES,ECOM/POS,24,M,Student,411007,49999,Unmarried,500000,Saving,1081.43,1
ES,ECOM/POS,24,M,Student,422002,499999,Unmarried,20000000,Inheritance,1725.69,1
ES,ECOM/POS,24,M,Student,453556,4999999,Unmarried,500000,Saving,43995.7,1
ES,ECOM/POS,24,M,Student,460449,299999,Unmarried,1500000,Saving,60148.93,1
ES,ECOM/POS,24,M,Student,560019,49999,Unmarried,500000,Other,5699.53,1
ES,ECOM/POS,24,M,Student,560064,299999,Unmarried,3000000,Other,4612.97,1
ES,ECOM/POS,24,M,Student,577101,49999,Unmarried,500000,Saving,49648.6099999999,1
ES,ECOM/POS,24,M,Student,700002,299999,Unmarried,1500000,Saving,108213.01,1
ES,ECOM/POS,24,M,Student,781022,49999,Unmarried,1500000,Inheritance,8876.92,1
ES,ECOM/POS,25,F,Salaried,560078,4999999,Unmarried,3000000,Salary,23759.66,1
ES,ECOM/POS,25,F,Self Employed Non-Professional,110058,4999999,Unmarried,20000000,Business Proceeds,21742.0499999999,1
ES,ECOM/POS,25,F,Student,110016,49999,Unmarried,500000,Saving,1678.34,1
ES,ECOM/POS,25,F,Student,302021,49999,Unmarried,3000000,Saving,29681.35,1
ES,ECOM/POS,25,F,Student,400008,499999,Unmarried,1500000,Saving,3753.24,1
ES,ECOM/POS,25,F,Student,400043,49999,Unmarried,500000,Salary,1885.90999999999,1
ES,ECOM/POS,25,F,Student,400709,49999,Unmarried,500000,Saving,11699.27,1
ES,ECOM/POS,25,F,Student,453556,49999,Unmarried,500000,Saving,25287.26,1
ES,ECOM/POS,25,F,Student,824234,299999,Married,1500000,Saving,9958.66,1
ES,ECOM/POS,25,M,Salaried,122001,499999,Married,1500000,Salary,1178.84,1
ES,ECOM/POS,25,M,Salaried,122001,999999,Unmarried,1500000,Salary,18134.5,1
ES,ECOM/POS,25,M,Salaried,148106,999999,Unmarried,3000000,Salary,4613.38,1
ES,ECOM/POS,25,M,Salaried,400063,4999999,Married,5000000,Salary,56149.3599999999,1
ES,ECOM/POS,25,M,Salaried,453441,4999999,Unmarried,10000000,Salary,2705.76,1
ES,ECOM/POS,25,M,Salaried,500028,999999,Married,500000,Salary,362.02,1
ES,ECOM/POS,25,M,Salaried,560066,4999999,Unmarried,10000000,Salary,2731.66,1
ES,ECOM/POS,25,M,Salaried,560103,4999999,Unmarried,3000000,Salary,44071.1,1
ES,ECOM/POS,25,M,Self Employed Professional,421002,299999,Unmarried,5000000,Business Proceeds,27957.34,1
ES,ECOM/POS,25,M,Student,110003,4999999,Unmarried,20000000,Salary,30358.7199999999,1
ES,ECOM/POS,25,M,Student,110017,4999999,Married,10000000,Inheritance,60869.34,1
ES,ECOM/POS,25,M,Student,201001,49999,Unmarried,500000,Inheritance,30439.61,1
ES,ECOM/POS,25,M,Student,201001,999999,Unmarried,1500000,Saving,20202.1599999999,1
ES,ECOM/POS,25,M,Student,250001,49999,Unmarried,3000000,Saving,12266.64,1
ES,ECOM/POS,25,M,Student,303108,299999,Unmarried,500000,Other,4622.78,1
ES,ECOM/POS,25,M,Student,396050,49999,Unmarried,1500000,Inheritance,102.43,1
ES,ECOM/POS,25,M,Student,402107,299999,Unmarried,3000000,Other,3947.81,1
ES,ECOM/POS,25,M,Student,502255,299999,Unmarried,500000,Saving,1655.4,1
ES,ECOM/POS,25,M,Student,636030,299999,Unmarried,3000000,Saving,39869.5099999999,1
ES,ECOM/POS,25,M,Student,678704,49999,Unmarried,500000,Other,1428.39999999999,1
ES,ECOM/POS,25,M,Student,713409,49999,Unmarried,500000,Saving,831.42,1
ES,ECOM/POS,26,F,Agriculturist,411005,499999,Married,1500000,Other,85.26,1
ES,ECOM/POS,26,F,Salaried,400076,4999999,Married,1500000,Salary,2730.77999999999,1
ES,ECOM/POS,26,F,Salaried,560025,999999,Unmarried,3000000,Salary,22536.11,1
ES,ECOM/POS,26,F,Salaried,560048,4999999,Unmarried,10000000,Salary,32442.6,1
ES,ECOM/POS,26,F,Student,110012,499999,Unmarried,1500000,Sale Of Property,75157.91,1
ES,ECOM/POS,26,F,Student,110016,49999,Unmarried,1500000,Other,73561.7999999999,1
ES,ECOM/POS,26,F,Student,201002,49999,Married,500000,Saving,265.12,1
ES,ECOM/POS,26,F,Student,244001,999999,Unmarried,500000,Saving,17881.8799999999,1
ES,ECOM/POS,26,F,Student,400607,999999,Unmarried,5000000,Other,25886.87,1
ES,ECOM/POS,26,F,Student,401303,49999,Unmarried,3000000,Saving,3575.83,1
ES,ECOM/POS,26,M,Salaried,110091,4999999,Unmarried,1500000,Salary,1588.02,1
ES,ECOM/POS,26,M,Salaried,201005,4999999,Unmarried,3000000,Salary,39873.89,1
ES,ECOM/POS,26,M,Salaried,201304,999999,Unmarried,1500000,Salary,52751.06,1
ES,ECOM/POS,26,M,Salaried,248001,5000000,Married,1500000,Salary,218145.7,1
ES,ECOM/POS,26,M,Salaried,400072,4999999,Unmarried,10000000,Salary,21719.3099999999,1
ES,ECOM/POS,26,M,Salaried,403512,49999,Unmarried,500000,Saving,1410.23,1
ES,ECOM/POS,26,M,Salaried,421203,499999,Unmarried,500000,Salary,7738.87,1
ES,ECOM/POS,26,M,Salaried,500032,4999999,Unmarried,3000000,Salary,31176.71,1
ES,ECOM/POS,26,M,Salaried,500036,4999999,Unmarried,1500000,Salary,760.9,1
ES,ECOM/POS,26,M,Salaried,560037,4999999,Unmarried,3000000,Salary,15138.65,1
ES,ECOM/POS,26,M,Salaried,560067,4999999,Unmarried,1500000,Salary,65449.89,1
ES,ECOM/POS,26,M,Salaried,560103,4999999,Married,3000000,Salary,73393.5999999999,1
ES,ECOM/POS,26,M,Salaried,560103,4999999,Unmarried,1500000,Salary,151437.27,1
ES,ECOM/POS,26,M,Salaried,600041,999999,Unmarried,3000000,Salary,105831.92,1
ES,ECOM/POS,26,M,Salaried,713364,4999999,Married,500000,Salary,1625.15,1
ES,ECOM/POS,26,M,Self Employed Professional,422002,999999,Married,20000000,Sale Of Property,6807.28,1
ES,ECOM/POS,26,M,Self Employed Professional,744104,499999,Married,500000,Saving,16666.62,1
ES,ECOM/POS,26,M,Self Employed Professional,829202,499999,Unmarried,1500000,Saving,89.75,1
ES,ECOM/POS,26,M,Student,110016,49999,Unmarried,3000000,Saving,7761.53,1
ES,ECOM/POS,26,M,Student,110016,299999,Unmarried,500000,Other,29873.05,1
ES,ECOM/POS,26,M,Student,110088,499999,Unmarried,20000000,Other,57593.2,1
ES,ECOM/POS,26,M,Student,121006,49999,Unmarried,1500000,Other,9061.88,1
ES,ECOM/POS,26,M,Student,122016,4999999,Unmarried,3000000,Other,52588.0499999999,1
ES,ECOM/POS,26,M,Student,124103,299999,Unmarried,1500000,Other,31098.99,1
ES,ECOM/POS,26,M,Student,209601,299999,Unmarried,500000,Saving,49.75,1
ES,ECOM/POS,26,M,Student,342001,299999,Married,500000,Saving,16199.78,1
ES,ECOM/POS,26,M,Student,400058,49999,Unmarried,500000,Saving,22861.39,1
ES,ECOM/POS,26,M,Student,400058,49999,Unmarried,3000000,Saving,114656.2,1
ES,ECOM/POS,26,M,Student,400058,299999,Unmarried,1500000,Investments,8990.76,1
ES,ECOM/POS,26,M,Student,400058,299999,Unmarried,1500000,Other,13154.18,1
ES,ECOM/POS,26,M,Student,411001,4999999,Unmarried,500000,Other,1380.52,1
ES,ECOM/POS,26,M,Student,411033,49999,Unmarried,1500000,Saving,12090.0399999999,1
ES,ECOM/POS,26,M,Student,425001,49999,Unmarried,500000,Professional Fee,5166.4,1
ES,ECOM/POS,26,M,Student,425001,299999,Unmarried,500000,Other,5636.78,1
ES,ECOM/POS,26,M,Student,431136,999999,Unmarried,500000,Business Proceeds,80542.37,1
ES,ECOM/POS,26,M,Student,453556,49999,Unmarried,500000,Saving,6622.78,1
ES,ECOM/POS,26,M,Student,560102,4999999,Unmarried,1500000,Saving,46901.81,1
ES,ECOM/POS,26,M,Student,600109,49999,Unmarried,1500000,Other,25069.13,1
ES,ECOM/POS,26,M,Student,620024,49999,Unmarried,500000,Other,8985.99,1
ES,ECOM/POS,27,F,Salaried,400058,4999999,Unmarried,500000,Salary,36814.6,1
ES,ECOM/POS,27,F,Salaried,401107,999999,Unmarried,3000000,Salary,17169.63,1
ES,ECOM/POS,27,F,Salaried,411021,4999999,Married,500000,Salary,6163.73,1
ES,ECOM/POS,27,F,Salaried,700042,4999999,Married,1500000,Salary,50021.31,1
ES,ECOM/POS,27,F,Self Employed Professional,110019,999999,Unmarried,5000000,Saving,28675.3,1
ES,ECOM/POS,27,F,Student,110016,49999,Married,3000000,Saving,22760.9099999999,1
ES,ECOM/POS,27,F,Student,110016,49999,Unmarried,500000,Saving,41167.06,1
ES,ECOM/POS,27,F,Student,474002,49999,Married,1500000,Salary,7338.51999999999,1
ES,ECOM/POS,27,F,Student,500032,4999999,Unmarried,500000,Salary,8738.26,1
ES,ECOM/POS,27,F,Student,824234,49999,Unmarried,3000000,Inheritance,3303.94,1
ES,ECOM/POS,27,M,Salaried,110059,4999999,Unmarried,3000000,Salary,703.24,1
ES,ECOM/POS,27,M,Salaried,110078,999999,Unmarried,3000000,Salary,1584.01,1
ES,ECOM/POS,27,M,Salaried,122003,4999999,Unmarried,10000000,Salary,20058.1,1
ES,ECOM/POS,27,M,Salaried,225001,4999999,Unmarried,1500000,Salary,2150.06,1
ES,ECOM/POS,27,M,Salaried,396191,4999999,Unmarried,10000000,Salary,461.05,1
ES,ECOM/POS,27,M,Salaried,400051,4999999,Unmarried,5000000,Salary,69541.38,1
ES,ECOM/POS,27,M,Salaried,400709,499999,Unmarried,500000,Salary,491.6,1
ES,ECOM/POS,27,M,Salaried,474006,4999999,Unmarried,10000000,Salary,1044.22,1
ES,ECOM/POS,27,M,Salaried,560066,4999999,Unmarried,5000000,Salary,8003.53,1
ES,ECOM/POS,27,M,Salaried,560102,4999999,Unmarried,1500000,Salary,62124.87,1
ES,ECOM/POS,27,M,Salaried,610107,499999,Unmarried,500000,Salary,2810,1
ES,ECOM/POS,27,M,Self Employed Professional,110032,299999,Married,500000,Business Proceeds,15163.51,1
ES,ECOM/POS,27,M,Student,140604,49999,Unmarried,1500000,Saving,11311.81,1
ES,ECOM/POS,27,M,Student,250001,299999,Unmarried,500000,Saving,87373.99,1
ES,ECOM/POS,27,M,Student,400058,49999,Unmarried,3000000,Saving,105269.97,1
ES,ECOM/POS,27,M,Student,400058,299999,Married,1500000,Saving,49482.66,1
ES,ECOM/POS,27,M,Student,400072,49999,Unmarried,500000,Saving,53009.9,1
ES,ECOM/POS,27,M,Student,400093,49999,Unmarried,3000000,Saving,4410.9,1
ES,ECOM/POS,27,M,Student,400606,49999,Unmarried,1500000,Other,32864.36,1
ES,ECOM/POS,27,M,Student,441802,999999,Unmarried,3000000,Inheritance,778.05,1
ES,ECOM/POS,27,M,Student,453556,49999,Unmarried,500000,Other,19960.37,1
ES,ECOM/POS,27,M,Student,453556,4999999,Married,500000,Saving,7362.4,1
ES,ECOM/POS,27,M,Student,500032,49999,Unmarried,500000,Saving,4325.89,1
ES,ECOM/POS,27,M,Student,600063,499999,Unmarried,20000000,Salary,7534.15,1
ES,ECOM/POS,27,M,Student,620024,49999,Unmarried,500000,Saving,8970.74,1
ES,ECOM/POS,27,M,Student,686561,49999,Unmarried,10000000,Saving,48416.42,1
ES,ECOM/POS,27,M,Student,734010,499999,Unmarried,500000,Saving,95471,1
ES,ECOM/POS,28,F,Salaried,110018,999999,Married,1500000,Salary,6173.93,1
ES,ECOM/POS,28,F,Salaried,121001,4999999,Unmarried,3000000,Salary,46930.47,1
ES,ECOM/POS,28,F,Salaried,401209,4999999,Unmarried,1500000,Salary,20320.68,1
ES,ECOM/POS,28,F,Salaried,411015,4999999,Unmarried,5000000,Salary,59177.35,1
ES,ECOM/POS,28,F,Salaried,560038,4999999,Married,1500000,Salary,1077.32,1
ES,ECOM/POS,28,F,Self Employed Professional,500086,999999,Married,1500000,Business Proceeds,13919.9799999999,1
ES,ECOM/POS,28,F,Student,110093,299999,Married,1500000,Other,2881.46,1
ES,ECOM/POS,28,F,Student,123401,49999,Unmarried,1500000,Other,6794.42999999999,1
ES,ECOM/POS,28,F,Student,201001,49999,Unmarried,500000,Saving,587.49,1
ES,ECOM/POS,28,F,Student,400059,49999,Unmarried,500000,Saving,47115.71,1
ES,ECOM/POS,28,F,Student,671542,49999,Married,1500000,Inheritance,2686.22,1
ES,ECOM/POS,28,M,Salaried,110024,4999999,Unmarried,100000000,Salary,129326.459999999,1
ES,ECOM/POS,28,M,Salaried,110085,4999999,Married,10000000,Salary,65818.65,1
ES,ECOM/POS,28,M,Salaried,110095,4999999,Married,3000000,Salary,5110.03,1
ES,ECOM/POS,28,M,Salaried,122001,4999999,Married,10000000,Salary,2985.43,1
ES,ECOM/POS,28,M,Salaried,134116,999999,Married,3000000,Salary,39237.56,1
ES,ECOM/POS,28,M,Salaried,400058,4999999,Unmarried,1500000,Salary,35088.21,1
ES,ECOM/POS,28,M,Salaried,411057,4999999,Unmarried,10000000,Salary,50797.19,1
ES,ECOM/POS,28,M,Salaried,440013,5000000,Unmarried,10000000,Salary,12976.19,1
ES,ECOM/POS,28,M,Salaried,560037,299999,Unmarried,1500000,Salary,4654.58,1
